productType,variantId,sku,prices,tax,categories,images,name.en,description.en,slug.en,metaTitle.en,metaDescription.en,metaKeywords.en,name.de,description.de,slug.de,metaTitle.de,metaDescription.de,metaKeywords.de,name.it,description.it,slug.it,metaTitle.it,metaDescription.it,metaKeywords.it,creationDate,articleNumberManufacturer,articleNumberMax,matrixId,baseId,designer,madeInItaly,completeTheLook,commonSize,size,color,colorFreeDefinition.en,details.en,colorFreeDefinition.de,details.de,colorFreeDefinition.it,details.it,style,gender,season,isOnStock,isLook,lookProducts,seasonNew,variantKey,excludedInStore,publish
main,1,M0E0000000001,EUR 17000;USD 18700,standard,Sale>Men>Shoes;Men>Shoes>Sneakers,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,Sneakers New Balance multi,,newbalance-sneakers-MT980BB-multi,,,,Sneakers New Balance multi,,newbalance-sneakers-MT980BB-multi,,,,,,,,,,,MT980 BB,79560,M0E20000000E1AZ,79560,newbalance,no,,39,5,black,multi,,multi,,,,business,men,s15,,,,,M0E0000000001,uk,TRUE
,240,M0E0000000240,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B6,79560,newbalance,no,,42.5,8.5,red,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000240,,TRUE
,241,M0E0000000241,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,black,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000241,,TRUE
,242,M0E0000000242,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,black,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000242,,TRUE
,243,M0E0000000243,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,black,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000243,,TRUE
,244,M0E0000000244,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,grey,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000244,,TRUE
,245,M0E0000000245,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,grey,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000245,,TRUE
,246,M0E0000000246,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,grey,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000246,,TRUE
,247,M0E0000000247,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,beige,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000247,,TRUE
,248,M0E0000000248,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,beige,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000248,,TRUE
,249,M0E0000000249,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,beige,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000249,,TRUE
,250,M0E0000000250,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,white,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000250,,TRUE
,251,M0E0000000251,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,white,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000251,,TRUE
,252,M0E0000000252,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,white,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000252,,TRUE
,253,M0E0000000253,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,blue,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000253,,TRUE
,254,M0E0000000254,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,blue,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000254,,TRUE
,255,M0E0000000255,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,blue,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000255,,TRUE
,256,M0E0000000256,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,brown,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000256,,TRUE
,257,M0E0000000257,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,brown,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000257,,TRUE
,258,M0E0000000258,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,brown,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000258,,TRUE
,259,M0E0000000259,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,turquoise,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000259,,TRUE
,260,M0E0000000260,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,turquoise,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000260,,TRUE
,261,M0E0000000261,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,turquoise,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000261,,TRUE
,262,M0E0000000262,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,petrol,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000262,,TRUE
,263,M0E0000000263,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,petrol,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000263,,TRUE
,264,M0E0000000264,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,petrol,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000264,,TRUE
,265,M0E0000000265,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,green,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000265,,TRUE
,266,M0E0000000266,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,green,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000266,,TRUE
,267,M0E0000000267,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,green,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000267,,TRUE
,268,M0E0000000268,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,red,multi,,multi,,,,business,men,s15,TRUE,,,,M0E0000000268,,TRUE
,269,M0E0000000269,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,red,multi,,multi,,,,sporty,men,s15,TRUE,,,,M0E0000000269,,TRUE
,270,M0E0000000270,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B7,79560,newbalance,no,,43,9,red,multi,,multi,,,,evening,men,s15,TRUE,,,,M0E0000000270,,TRUE
,271,M0E0000000271,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,black,multi,,multi,,,,business,men,s15,,,,,M0E0000000271,,TRUE
,272,M0E0000000272,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,black,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000272,,TRUE
,273,M0E0000000273,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,black,multi,,multi,,,,evening,men,s15,,,,,M0E0000000273,,TRUE
,274,M0E0000000274,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,grey,multi,,multi,,,,business,men,s15,,,,,M0E0000000274,,TRUE
,275,M0E0000000275,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,grey,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000275,,TRUE
,276,M0E0000000276,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,grey,multi,,multi,,,,evening,men,s15,,,,,M0E0000000276,,TRUE
,277,M0E0000000277,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,beige,multi,,multi,,,,business,men,s15,,,,,M0E0000000277,,TRUE
,278,M0E0000000278,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,beige,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000278,,TRUE
,279,M0E0000000279,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,beige,multi,,multi,,,,evening,men,s15,,,,,M0E0000000279,,TRUE
,280,M0E0000000280,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,white,multi,,multi,,,,business,men,s15,,,,,M0E0000000280,,TRUE
,281,M0E0000000281,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,white,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000281,,TRUE
,282,M0E0000000282,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,white,multi,,multi,,,,evening,men,s15,,,,,M0E0000000282,,TRUE
,283,M0E0000000283,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,blue,multi,,multi,,,,business,men,s15,,,,,M0E0000000283,,TRUE
,284,M0E0000000284,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,blue,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000284,,TRUE
,285,M0E0000000285,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,blue,multi,,multi,,,,evening,men,s15,,,,,M0E0000000285,,TRUE
,286,M0E0000000286,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,brown,multi,,multi,,,,business,men,s15,,,,,M0E0000000286,,TRUE
,287,M0E0000000287,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,brown,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000287,,TRUE
,288,M0E0000000288,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,brown,multi,,multi,,,,evening,men,s15,,,,,M0E0000000288,,TRUE
,289,M0E0000000289,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,turquoise,multi,,multi,,,,business,men,s15,,,,,M0E0000000289,,TRUE
,290,M0E0000000290,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,turquoise,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000290,,TRUE
,291,M0E0000000291,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,turquoise,multi,,multi,,,,evening,men,s15,,,,,M0E0000000291,,TRUE
,292,M0E0000000292,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,petrol,multi,,multi,,,,business,men,s15,,,,,M0E0000000292,,TRUE
,293,M0E0000000293,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,petrol,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000293,,TRUE
,294,M0E0000000294,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,petrol,multi,,multi,,,,evening,men,s15,,,,,M0E0000000294,,TRUE
,295,M0E0000000295,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,green,multi,,multi,,,,business,men,s15,,,,,M0E0000000295,,TRUE
,296,M0E0000000296,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,green,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000296,,TRUE
,297,M0E0000000297,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,green,multi,,multi,,,,evening,men,s15,,,,,M0E0000000297,,TRUE
,298,M0E0000000298,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,red,multi,,multi,,,,business,men,s15,,,,,M0E0000000298,,TRUE
,299,M0E0000000299,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,red,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000299,,TRUE
,300,M0E0000000300,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B8,79560,newbalance,no,,43.5,9.5,red,multi,,multi,,,,evening,men,s15,,,,,M0E0000000300,,TRUE
,301,M0E0000000301,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,black,multi,,multi,,,,business,men,s15,,,,,M0E0000000301,,TRUE
,302,M0E0000000302,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,black,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000302,,TRUE
,303,M0E0000000303,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,black,multi,,multi,,,,evening,men,s15,,,,,M0E0000000303,,TRUE
,304,M0E0000000304,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,grey,multi,,multi,,,,business,men,s15,,,,,M0E0000000304,,TRUE
,305,M0E0000000305,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,grey,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000305,,TRUE
,306,M0E0000000306,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,grey,multi,,multi,,,,evening,men,s15,,,,,M0E0000000306,,TRUE
,307,M0E0000000307,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,beige,multi,,multi,,,,business,men,s15,,,,,M0E0000000307,,TRUE
,308,M0E0000000308,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,beige,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000308,,TRUE
,309,M0E0000000309,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,beige,multi,,multi,,,,evening,men,s15,,,,,M0E0000000309,,TRUE
,310,M0E0000000310,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,white,multi,,multi,,,,business,men,s15,,,,,M0E0000000310,,TRUE
,311,M0E0000000311,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,white,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000311,,TRUE
,312,M0E0000000312,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,white,multi,,multi,,,,evening,men,s15,,,,,M0E0000000312,,TRUE
,313,M0E0000000313,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,blue,multi,,multi,,,,business,men,s15,,,,,M0E0000000313,,TRUE
,314,M0E0000000314,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,blue,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000314,,TRUE
,315,M0E0000000315,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,blue,multi,,multi,,,,evening,men,s15,,,,,M0E0000000315,,TRUE
,316,M0E0000000316,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,brown,multi,,multi,,,,business,men,s15,,,,,M0E0000000316,,TRUE
,317,M0E0000000317,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,brown,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000317,,TRUE
,318,M0E0000000318,EUR 18000;USD 19800,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,brown,multi,,multi,,,,evening,men,s15,,,,,M0E0000000318,,TRUE
,319,M0E0000000319,EUR 17000;USD 18700,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,turquoise,multi,,multi,,,,business,men,s15,,,,,M0E0000000319,,TRUE
,320,M0E0000000320,EUR 15000;USD 16500,,,https://s3-eu-west-1.amazonaws.com/commercetools-maximilian/products/079560_1_large.jpg,,,,,,,,,,,,,,,,,,,,MT980 BB,79560,M0E20000000E1B9,79560,newbalance,no,,44,10,turquoise,multi,,multi,,,,sporty,men,s15,,,,,M0E0000000320,,TRUE
